Mês,Empresa,Linha,Estudante_Cartao,Estudante_BT,Vale_Transporte,Integracao_Plena,Integracao_Complementar,Gratuito_Cartao,Gratuito_BT,Inteira_Cartao,Inteira_Especie,Tarifa_Social,Qtd_Viagens
7,GUANABARA - URB,6162,6471,2246,10228,1575,28,3819,2341,2033,9843,0,1587
7,GUANABARA - URB,6443,7655,3118,15671,3174,10,5111,2206,3759,15018,0,1082
7,GUANABARA - URB,7501,3644,971,5542,930,0,1651,673,1638,4956,0,481
7,GUANABARA - URB,7502,1475,413,1663,367,0,611,277,483,1877,0,158
7,GUANABARA - URB,7601,364,207,829,170,0,374,130,133,1181,0,95
7,REUNIDAS,7,21232,7177,47211,11406,216,9077,3615,9619,39001,0,3599
7,REUNIDAS,26,19202,10694,50779,14100,234,7822,4473,8776,41601,0,3238
7,REUNIDAS,27,13838,4854,25977,5164,159,10800,4838,5824,29349,0,3107
7,REUNIDAS,35,20620,7571,34184,10862,1266,12745,6573,9224,29604,0,2592
7,REUNIDAS,68,12215,4305,24566,5647,175,9761,3265,6423,24773,0,2343
7,REUNIDAS,73,36317,23770,110321,31765,551,17278,9543,16770,82161,0,5205
7,REUNIDAS,85,15570,4172,18978,5515,696,8694,4264,5030,17025,0,2036
7,REUNIDAS,1029,19597,8665,42034,11661,148,10615,4481,8239,34885,0,2651
7,REUNIDAS,1778,2456,1328,5848,1201,42,2055,1060,1078,5834,0,628
7,REUNIDAS,6443,8506,3209,17920,3837,14,5673,2302,4312,17188,0,1103
7,REUNIDAS,7847,18141,8117,33039,6532,91,10580,5045,8752,33316,0,2542
7,REUNIDAS,9018,8,23,191,195,0,414,25,14,144,0,95
7,SANTA MARIA - URB,24,20167,8554,35432,12507,0,12442,6289,10182,31753,0,3412
7,SANTA MARIA - URB,34,6608,2585,9631,3186,0,8369,4521,2677,12863,0,1606
7,SANTA MARIA - URB,36,10002,4315,15585,5562,0,7746,3867,3291,17450,0,2211
7,SANTA MARIA - URB,37,23834,13672,32475,12010,0,11838,6815,9080,36102,0,3401
7,SANTA MARIA - URB,38,33270,13446,48237,13743,22,32030,15071,11520,66981,0,4299
7,SANTA MARIA - URB,39,17042,6619,33110,10815,0,8763,3994,7267,25067,0,3088
7,SANTA MARIA - URB,44,13995,8135,24989,7192,0,11978,6837,6456,28200,0,2988
7,SANTA MARIA - URB,46,17013,11459,26491,12561,0,6711,5040,7303,33776,0,2696
7,SANTA MARIA - URB,48,11602,6641,14384,5881,0,7621,4233,3564,18048,0,2105
7,SANTA MARIA - URB,54,21330,13679,36429,13243,0,10983,7030,8134,42164,0,3370
7,SANTA MARIA - URB,56,6100,3482,25926,11514,0,3099,2027,4410,19295,0,2283
7,SANTA MARIA - URB,66,6933,4484,14899,2244,0,3474,1795,3165,16544,0,1962
7,SANTA MARIA - URB,83,6614,4115,18239,1604,0,4109,1419,3588,19021,0,1435
7,SANTA MARIA - URB,331,10638,3968,17230,3500,38,4553,1768,4637,14818,0,1264
7,SANTA MARIA - URB,332,2797,1079,4778,988,0,1091,439,1105,3190,0,616
7,SANTA MARIA - URB,411,6678,1697,7761,3243,0,3327,1080,2032,7945,0,717
7,SANTA MARIA - URB,561,42,81,2344,551,0,99,8,205,676,0,331
7,VIA SUL - URB,50,30033,15261,68104,20281,181,16458,7437,14009,56394,0,4835
7,VIA SUL - URB,51,17767,10204,24600,8590,0,9713,5741,6876,27922,0,3185
7,VIA SUL - URB,52,14554,8763,23378,7767,0,11128,6892,6100,27427,0,3088
7,VIA SUL - URB,65,9064,5004,14317,4015,0,4654,2179,3666,12786,0,1829
8,CONCEIÇÃO,21,26987,9564,39537,10460,0,18579,8899,7964,47065,0,4167
8,CONCEIÇÃO,22,9337,3278,13866,3377,0,9596,4414,3210,16810,0,1964
8,CONCEIÇÃO,30,23907,7563,24858,6866,0,8361,3627,6239,24311,0,2646
8,CONCEIÇÃO,31,28645,8425,26907,10680,0,8583,3883,7269,24802,0,2762
8,CONCEIÇÃO,41,16124,5209,27305,12141,2,8054,4353,6327,19057,0,2853
8,CONCEIÇÃO,59,14883,6063,21664,8280,22,13906,4835,5281,28680,0,2632
8,CONCEIÇÃO,63,59056,17759,51840,26449,0,19201,7964,10033,45732,0,4303
8,CONCEIÇÃO,71,17212,5907,21531,4105,0,11904,4723,4006,26065,0,2405
8,CONCEIÇÃO,76,4329,1428,7847,1701,57,3852,1316,1660,9830,0,700
8,CONCEIÇÃO,83,7980,4127,15774,1448,0,3196,1348,2989,16744,0,1275
8,CONCEIÇÃO,411,11558,2845,11224,4730,0,4967,1913,3303,12154,0,1185
8,CONCEIÇÃO,587,1163,0,479,249,0,888,109,125,1385,0,1468
8,CONCEIÇÃO,599,13057,3239,16496,6693,71,5993,975,4143,11800,0,1543
8,CONCEIÇÃO,905,77,57,740,55,0,174,8,41,505,0,211
8,CONCEIÇÃO,2369,1481,439,1720,1195,0,1016,503,423,1599,0,408
8,CONCEIÇÃO,3001,3936,1308,4397,1849,0,1682,854,1230,3943,0,704
8,CONCEIÇÃO,3101,2086,641,2342,1179,0,679,336,676,1954,0,364
8,CONCEIÇÃO,6301,7467,2852,11690,3102,0,3514,1367,2288,10220,0,1180
8,CONCEIÇÃO,7601,74,31,191,29,0,117,46,21,260,0,24
8,DUNAS - URB,33,63380,22643,76702,20822,205,20232,7795,18331,71492,0,4575
8,DUNAS - URB,40,46353,15168,56892,20178,29,37702,14809,14026,74723,0,4633
8,DUNAS - URB,57,4389,1384,3373,1374,0,1882,578,827,3012,0,588
8,DUNAS - URB,98,88,66,77,0,0,19,0,16,97,0,14
8,DUNAS - URB,331,19135,5731,22588,5235,12,6844,2648,6530,20690,0,1623
8,DUNAS - URB,332,4000,1136,5274,1097,0,1327,523,1317,3670,0,607
8,DUNAS - URB,411,6553,1845,7608,3549,0,3267,1179,2110,7569,0,752
8,DUNAS - URB,7451,165,127,180,0,0,12,1,15,160,0,33
8,GUANABARA - URB,2,22638,7627,42032,8894,282,9903,4667,7395,32774,0,2817
8,GUANABARA - URB,4,16045,7843,34354,7708,1,4919,2932,4556,24372,0,2355
8,GUANABARA - URB,5,7568,2450,13295,1899,56,4924,2556,2333,16804,0,1474
8,GUANABARA - URB,8,40858,13946,57390,23773,611,21427,7765,11355,50572,0,3611
8,GUANABARA - URB,13,69,31,147,39,2,78,31,42,196,0,33
8,GUANABARA - URB,18,1167,203,902,255,0,128,46,122,211,0,66
8,GUANABARA - URB,19,8375,3308,14025,4455,0,10112,4819,3605,15782,0,1970
8,GUANABARA - URB,20,9621,3847,14340,4443,0,12407,7040,4002,18507,0,2532
8,GUANABARA - URB,25,9893,3532,8614,2510,0,5589,3484,1941,10722,0,1497
8,GUANABARA - URB,60,40749,13140,64289,13435,397,15449,7565,12360,52669,0,4191
8,GUANABARA - URB,64,34451,10326,45262,9435,215,20574,10893,8416,49033,0,4306
8,GUANABARA - URB,67,8230,2703,13917,1980,38,5139,3122,2884,17610,0,1295
8,GUANABARA - URB,70,19254,7708,34800,5155,79,11411,7361,6126,38737,0,3235
8,GUANABARA - URB,72,19662,6818,36292,9963,100,8707,4547,7747,36758,0,2768
8,GUANABARA - URB,75,18638,4840,21220,4290,126,7199,2867,5576,22197,0,2267
8,GUANABARA - URB,76,4529,1364,7458,1699,54,3812,1008,1584,8637,0,635
8,GUANABARA - URB,77,30969,12705,59286,15424,109,11309,6058,10466,52631,0,4336
8,GUANABARA - URB,79,37335,11775,48486,12679,398,12275,4827,9258,42877,0,3430
8,GUANABARA - URB,81,10342,3099,15159,3139,15,5008,2071,4108,16454,0,1701
8,GUANABARA - URB,84,26704,6889,40075,15017,240,14563,6328,11639,35811,0,3850
8,GUANABARA - URB,101,7781,2644,15452,3581,54,8881,3582,3449,19816,0,1525
8,GUANABARA - URB,102,2309,802,4507,922,14,2588,994,989,5606,0,433
8,GUANABARA - URB,592,1878,396,1995,555,56,1012,274,418,1319,0,856
8,GUANABARA - URB,593,6124,1112,2380,892,0,1196,465,601,3208,0,1054
8,GUANABARA - URB,1029,10473,3426,15096,4687,68,4387,2051,2688,13166,0,1133
8,GUANABARA - URB,1214,7100,2485,13841,2057,29,5645,3555,2621,13277,0,1912
8,GUANABARA - URB,1301,5604,1242,5068,1204,39,2097,945,1561,5689,0,916
8,GUANABARA - URB,1302,4764,1191,4555,1138,30,2106,952,1121,5558,0,897
8,GUANABARA - URB,1516,15922,5738,24324,4719,237,9751,5324,5715,29058,0,2349
8,GUANABARA - URB,1778,14736,5404,24356,5392,208,10178,5454,5169,26019,0,2401
8,GUANABARA - URB,2369,1345,558,2348,943,0,1106,498,539,1722,0,421
8,GUANABARA - URB,6162,9392,2680,11545,1959,41,4513,2903,2535,11014,0,1772
8,GUANABARA - URB,6443,10670,3333,17796,3850,17,5967,2852,4547,17180,0,1280
8,GUANABARA - URB,7501,3222,752,3710,749,0,1160,532,1354,3678,0,276
8,GUANABARA - URB,7502,46,8,38,12,0,13,2,9,49,0,3
8,GUANABARA - URB,7601,236,99,505,107,0,270,124,104,850,0,61
8,REUNIDAS,7,28896,7697,48562,11984,272,9919,3998,10197,41011,0,3590
8,REUNIDAS,26,32788,13067,52879,15580,295,8284,4966,9477,43431,0,3283
8,REUNIDAS,27,16328,5070,26953,5190,155,11179,5408,6548,31319,0,3110
8,REUNIDAS,35,26512,8281,35634,11259,1206,13608,7434,10181,31527,0,2671
8,REUNIDAS,68,16292,4903,26601,5956,248,10673,3882,7173,26725,0,2436
8,REUNIDAS,73,59512,28088,112950,35284,561,17999,10048,17879,86623,0,5224
8,REUNIDAS,85,21027,4508,19433,5934,765,9323,4627,5569,18096,0,2158
8,REUNIDAS,1029,34660,10919,46366,13694,190,11974,4896,9309,37880,0,2944
8,REUNIDAS,1778,4512,1731,7802,1699,57,2926,1610,1617,8198,0,764
8,REUNIDAS,6443,11903,3865,19944,4565,15,6809,3051,5076,20002,0,1269
8,REUNIDAS,7847,25405,9479,34435,7295,84,11310,5707,9585,35783,0,2576
8,REUNIDAS,9018,5,17,164,244,0,346,20,13,179,0,91
8,SANTA MARIA - URB,24,26381,9485,37408,14094,0,13230,7350,11501,33687,0,3615
8,SANTA MARIA - URB,34,8660,2820,10441,3540,0,9376,5154,3255,14562,0,1737
8,SANTA MARIA - URB,36,13138,5362,17424,6669,0,8711,4275,3780,19168,0,2293
8,SANTA MARIA - URB,37,40330,16903,36687,14509,0,13260,7830,10816,40650,0,3840
8,SANTA MARIA - URB,38,41114,15039,50811,15626,33,35388,17414,12938,74267,0,4461
8,SANTA MARIA - URB,39,27118,8314,36662,13029,0,9738,4479,8244,27125,0,3223
8,SANTA MARIA - URB,43,0,0,0,0,0,0,0,0,0,0,1
8,SANTA MARIA - URB,44,23007,10209,30415,8440,0,14089,8116,8119,33373,0,3489
8,SANTA MARIA - URB,46,31435,15229,29467,14640,0,7560,6186,8480,37435,0,2751
8,SANTA MARIA - URB,48,20764,7875,15713,7668,0,8189,4731,3776,19285,0,2140
8,SANTA MARIA - URB,54,33704,16518,37397,15153,0,11262,7644,8707,43460,0,3382
8,SANTA MARIA - URB,56,8079,3908,25942,11372,0,3550,2471,4946,20630,0,2290
8,SANTA MARIA - URB,66,15759,6724,16814,2576,0,3785,2080,3628,18948,0,2126
8,SANTA MARIA - URB,83,9066,4483,18322,1684,0,4223,1510,3706,18871,0,1437
8,SANTA MARIA - URB,322,25,6,30,0,0,0,0,3,10,0,4
8,SANTA MARIA - URB,331,15504,4678,18225,4164,22,5206,1943,5157,16059,0,1312
8,SANTA MARIA - URB,332,4141,1115,4976,1131,0,1077,520,1198,3505,0,594
8,SANTA MARIA - URB,411,7829,1849,7927,3529,0,3560,1186,2282,8418,0,763
8,SANTA MARIA - URB,561,61,80,2118,606,0,123,4,204,714,0,342
8,VIA SUL - URB,50,50046,18556,75385,24216,270,19818,8773,16290,63519,0,5407
8,VIA SUL - URB,51,30747,12638,27161,10109,1,10911,6856,7825,31664,0,3404
8,VIA SUL - URB,52,22569,10248,26397,8901,0,12054,8053,7267,30299,0,3342
8,VIA SUL - URB,65,15325,5976,15417,4582,0,5115,2573,4072,14247,0,1938
9,CONCEIÇÃO,21,27123,4877,37501,9927,0,17449,8856,7483,43980,2142,3918
9,CONCEIÇÃO,22,8982,1814,12226,3027,0,8563,4253,2874,15720,0,1753
9,CONCEIÇÃO,30,22559,3494,22137,5952,0,7454,3713,5477,23000,867,2432
9,CONCEIÇÃO,31,26105,3892,22514,9163,0,7354,3639,5909,22407,0,2409
9,CONCEIÇÃO,41,15289,2047,22084,10222,0,6952,4051,5500,17275,0,2385
9,CONCEIÇÃO,59,14853,3315,19688,7342,19,13079,4700,5008,27787,2124,2529
9,CONCEIÇÃO,63,55360,8462,46138,23372,1,17327,7589,9084,44929,1713,4147
9,CONCEIÇÃO,71,16579,3330,19270,3696,0,10832,4561,3877,24229,1797,2291
9,CONCEIÇÃO,76,4253,746,7288,1427,52,3480,1280,1497,8619,686,657
9,CONCEIÇÃO,83,8865,2167,14995,1391,0,2968,1320,2673,16095,865,1221
9,CONCEIÇÃO,411,11199,1391,10011,4636,0,4461,1726,3013,11174,327,1039
9,CONCEIÇÃO,587,1428,2,533,175,0,942,159,108,1724,0,1332
9,CONCEIÇÃO,599,12866,1570,14628,6062,47,5639,924,3688,11076,389,1431
9,CONCEIÇÃO,905,124,37,876,47,0,220,11,36,551,25,211
9,CONCEIÇÃO,2369,1390,178,1508,1136,0,956,547,381,1661,0,364
9,CONCEIÇÃO,3001,3793,615,4124,1676,0,1620,867,1080,3769,264,631
9,CONCEIÇÃO,3101,2064,312,2217,1185,0,659,404,631,2081,0,356
9,CONCEIÇÃO,6301,7212,1232,10295,2825,0,3140,1341,2037,9221,659,1053
9,CONCEIÇÃO,7601,110,33,216,38,0,120,64,41,397,0,32
9,DUNAS - URB,33,60017,9664,67806,18870,161,18092,7474,16496,67102,2964,4305
9,DUNAS - URB,40,44374,7607,51186,18268,20,33990,13924,12518,69941,2363,4341
9,DUNAS - URB,57,4630,820,2986,1303,0,1771,538,911,2886,0,506
9,DUNAS - URB,97,25,4,90,0,0,7,15,16,67,0,4
9,DUNAS - URB,331,18731,2749,19774,4511,10,5898,2404,5881,18995,0,1448
9,DUNAS - URB,332,3628,602,4848,966,0,1047,478,1159,3575,0,552
9,DUNAS - URB,411,6215,858,7027,3389,0,3003,1073,2025,7055,391,684
9,GUANABARA - URB,2,21694,3623,37942,7950,303,8814,4547,6706,30524,1331,2601
9,GUANABARA - URB,4,16259,3509,30853,6913,2,4416,2906,4108,23120,1119,2156
9,GUANABARA - URB,5,7480,1209,12232,1665,51,4627,2509,2224,15695,1045,1361
9,GUANABARA - URB,8,38846,7256,52371,21562,524,19269,7196,10393,46699,2784,3333
9,GUANABARA - URB,13,2,0,3,5,0,0,0,0,6,0,2
9,GUANABARA - URB,18,901,102,765,204,0,107,36,91,191,0,68
9,GUANABARA - URB,19,8354,1884,12493,4044,2,9084,4524,3162,14865,379,1832
9,GUANABARA - URB,20,9598,1905,12138,3851,0,10868,6841,3565,17523,486,2253
9,GUANABARA - URB,25,8963,1668,6964,2098,0,4887,3313,1721,9643,0,1309
9,GUANABARA - URB,60,39018,6376,58110,11689,365,13765,7190,11041,49009,1974,3831
9,GUANABARA - URB,64,32244,5471,40730,8108,199,18669,10530,7934,47006,2026,3871
9,GUANABARA - URB,67,8249,1334,12542,1756,57,4777,2659,2793,17184,0,1216
9,GUANABARA - URB,70,18757,3582,31084,4629,52,10308,6892,5652,37318,1381,2986
9,GUANABARA - URB,72,19430,3017,33575,8842,116,7931,4085,7208,34887,1442,2446
9,GUANABARA - URB,75,17450,2479,18196,3624,128,6221,2653,5094,20423,793,1993
9,GUANABARA - URB,76,4602,784,7000,1570,58,3431,1071,1566,8182,483,592
9,GUANABARA - URB,77,29307,5624,53542,13808,90,10116,5688,9502,49752,2273,3988
9,GUANABARA - URB,79,36109,6053,46043,12017,386,11564,4897,8861,41024,1971,3168
9,GUANABARA - URB,81,10178,1613,13514,2810,19,4635,1903,3758,15710,350,1541
9,GUANABARA - URB,84,25579,3589,36103,13429,216,12872,5951,10773,33682,1959,3504
9,GUANABARA - URB,101,7137,1114,12644,2999,56,7418,3071,2974,16802,1215,1303
9,GUANABARA - URB,102,2814,509,5073,1056,17,2846,1210,1138,6639,0,486
9,GUANABARA - URB,592,1949,195,1991,459,43,925,289,428,1175,81,761
9,GUANABARA - URB,593,6239,602,2497,780,0,1160,433,622,3195,0,969
9,GUANABARA - URB,1029,10462,1945,14353,4397,63,4104,2115,2587,13318,622,1120
9,GUANABARA - URB,1214,6502,1362,11944,1712,11,5036,3147,2211,12692,0,1662
9,GUANABARA - URB,1301,6855,959,6192,1433,43,2776,1323,1870,7442,0,1154
9,GUANABARA - URB,1302,2474,347,2487,587,19,1073,488,652,3066,0,441
9,GUANABARA - URB,1516,15587,2961,21765,4184,169,8948,5035,5038,27230,1195,2079
9,GUANABARA - URB,1602,637,212,589,0,0,254,291,97,991,383,104
9,GUANABARA - URB,1778,14280,2859,21479,4651,182,8860,5232,4506,24145,741,2179
9,GUANABARA - URB,2369,1242,255,2044,797,0,1038,512,410,1694,0,370
9,GUANABARA - URB,6162,8987,1341,10293,1701,18,4066,2857,2311,10957,313,1605
9,GUANABARA - URB,6443,10864,1706,16482,3544,25,5632,2832,4175,17203,751,1169
9,GUANABARA - URB,7501,3490,539,3957,763,0,1294,523,1291,4177,0,331
9,GUANABARA - URB,7601,198,48,367,88,0,215,96,53,650,0,52
9,REUNIDAS,7,26372,4031,44689,10692,235,8946,3751,9200,39475,1932,3450
9,REUNIDAS,26,34235,6764,49863,14601,266,7805,4789,8824,43322,2063,3100
9,REUNIDAS,27,15708,2681,23707,4437,134,10266,5291,5900,31185,1815,2751
9,REUNIDAS,35,26290,4168,32748,10440,1000,12658,7320,9602,30238,1607,2540
9,REUNIDAS,68,15911,2509,24648,5469,165,9715,3616,6342,26147,1093,2233
9,REUNIDAS,73,64051,14496,106976,33082,544,16997,10421,16265,88285,4926,5107
9,REUNIDAS,85,19605,2257,16826,4986,643,8191,4397,5046,16980,0,1980
9,REUNIDAS,1029,31546,5319,41203,11554,170,10595,4932,8322,35994,1817,2679
9,REUNIDAS,1778,4669,954,7679,1490,40,2887,1768,1505,8280,730,759
9,REUNIDAS,6443,11504,1813,17764,3916,14,6157,2927,4434,18712,847,1171
9,REUNIDAS,7847,25268,4865,31241,6684,79,10780,5331,8748,34191,1950,2481
9,REUNIDAS,9018,15,2,259,272,0,310,30,8,153,7,92
9,SANTA MARIA - URB,24,25336,4553,33044,12080,0,11584,6625,10374,31850,771,3311
9,SANTA MARIA - URB,34,7858,1141,8871,2974,0,7953,4642,2652,13211,0,1494
9,SANTA MARIA - URB,36,13223,2454,15120,5985,0,7820,4143,3476,18263,823,2026
9,SANTA MARIA - URB,37,38750,8003,32704,12933,0,11828,7471,9428,38632,1078,3594
9,SANTA MARIA - URB,38,42407,7717,47381,14529,22,33006,17586,12115,72699,3699,4137
9,SANTA MARIA - URB,39,26828,4086,32987,12189,0,9058,4076,7140,25837,760,2997
9,SANTA MARIA - URB,44,22210,4575,26512,7831,0,12933,7847,7165,31228,792,3224
9,SANTA MARIA - URB,46,33542,7345,28344,13966,0,6764,5610,7877,38102,1124,2756
9,SANTA MARIA - URB,48,20326,3855,14010,6877,0,7774,4548,3387,18977,902,2098
9,SANTA MARIA - URB,54,35190,7533,35167,14290,1,10739,7835,8014,43634,1792,3395
9,SANTA MARIA - URB,56,7974,1950,23768,10760,0,3143,2342,4359,19578,618,2196
9,SANTA MARIA - URB,66,15852,3491,15005,2364,0,3594,1987,3177,18462,774,2025
9,SANTA MARIA - URB,83,10121,2521,18072,1666,0,4110,1538,3181,18461,1082,1415
9,SANTA MARIA - URB,331,15273,2211,16862,3765,32,4697,1841,4741,15366,1312,1244
9,SANTA MARIA - URB,332,3809,595,4606,1017,0,1003,515,1093,3536,196,573
9,SANTA MARIA - URB,411,7492,926,7011,3155,0,3300,1076,2185,8037,364,685
9,SANTA MARIA - URB,561,69,28,2116,544,0,112,8,251,860,24,324
9,VIA SUL - URB,50,48262,8168,68292,21787,195,17424,8704,14353,61423,2191,4955
9,VIA SUL - URB,51,29776,5172,23878,8755,0,9479,6469,6824,30332,677,3104
9,VIA SUL - URB,52,22553,4651,22929,7947,0,11179,7744,6267,29106,609,3030
9,VIA SUL - URB,65,14564,2825,13535,4293,0,4482,2303,3579,13396,0,1704
10,CONCEIÇÃO,21,28190,5685,40544,10318,0,18670,9383,7327,42869,6512,4059
10,CONCEIÇÃO,22,9714,2211,12974,2994,0,8985,4213,2871,16723,0,1844
10,CONCEIÇÃO,30,23098,4003,23644,6386,0,8333,3978,5850,22225,3689,2533
10,CONCEIÇÃO,31,26650,4512,24531,9645,0,7784,3795,6442,22914,0,2540
10,CONCEIÇÃO,41,16204,2832,24843,10931,0,7187,4288,6319,18044,4,2566
10,CONCEIÇÃO,59,16022,3806,21426,7612,21,13635,4671,5019,27316,6473,2614
10,CONCEIÇÃO,63,56286,9673,49430,24821,0,18210,7941,9032,40540,8052,4276
10,CONCEIÇÃO,71,16820,3761,20433,3980,0,12047,5116,3957,23052,5060,2414
10,CONCEIÇÃO,76,4237,765,7631,1509,56,3528,1308,1637,8280,1765,648
10,CONCEIÇÃO,83,8639,2204,15724,1466,0,3272,1457,2875,14623,3285,1270
10,CONCEIÇÃO,411,9980,1483,10038,4356,0,4517,1620,2959,10480,1160,1089
10,CONCEIÇÃO,587,1977,3,610,202,0,1231,230,155,1858,285,1492
10,CONCEIÇÃO,599,13347,1905,15650,6336,45,6141,1202,3746,11004,1838,1543
10,CONCEIÇÃO,905,96,37,710,68,0,186,9,28,407,131,219
10,CONCEIÇÃO,2369,1405,254,1640,1113,0,1009,536,409,1423,0,388
10,CONCEIÇÃO,3001,3935,659,4532,1841,0,1754,880,1139,3721,855,689
10,CONCEIÇÃO,3101,1922,351,2244,1252,0,605,427,603,1847,0,336
10,CONCEIÇÃO,6301,7174,1290,10483,2804,0,3381,1403,2065,8621,1483,1068
10,CONCEIÇÃO,7601,89,7,169,39,0,128,47,14,107,474,38
10,DUNAS - URB,33,62959,11712,73935,20262,182,20276,8003,16988,64794,11973,4481
10,DUNAS - URB,40,45111,8789,54767,19022,27,35906,14583,12557,67366,9670,4464
10,DUNAS - URB,57,4165,804,3029,1242,0,1813,604,755,2672,0,500
10,DUNAS - URB,331,20027,3780,22162,4791,16,6562,2571,5993,18942,2227,1560
10,DUNAS - URB,332,3522,631,4731,960,0,1080,509,1128,3025,665,567
10,DUNAS - URB,411,6651,966,7441,3266,0,3188,1067,1962,6765,1069,689
10,GUANABARA - URB,2,22113,4237,39629,7972,312,9155,4628,6770,28650,4445,2686
10,GUANABARA - URB,4,15805,3876,32995,7139,1,4597,2929,4189,21552,4253,2258
10,GUANABARA - URB,5,7964,1503,12977,1708,74,4670,2631,2230,15540,2607,1443
10,GUANABARA - URB,8,38929,8048,55154,22557,637,19825,7563,10785,41605,10841,3499
10,GUANABARA - URB,13,189,46,175,41,1,75,44,57,246,0,33
10,GUANABARA - URB,18,856,88,864,227,0,95,19,116,198,0,57
10,GUANABARA - URB,19,8073,2086,12908,4010,0,9429,4587,2961,14706,1102,1889
10,GUANABARA - URB,20,9649,2161,13040,3880,0,11581,7295,3558,17603,1474,2410
10,GUANABARA - URB,25,9030,2254,7252,2155,0,5212,3317,1798,9877,0,1392
10,GUANABARA - URB,60,39599,7806,61336,12019,353,13964,7285,10980,46490,7735,4080
10,GUANABARA - URB,64,32557,6275,43501,8622,197,19738,11047,7806,46027,6132,4125
10,GUANABARA - URB,67,8256,1591,13347,1766,64,4893,2761,2674,17607,960,1317
10,GUANABARA - URB,70,18876,4113,32847,4973,70,10846,7136,5521,36290,5130,3133
10,GUANABARA - URB,72,20332,3726,35190,9059,114,8182,4208,7407,33481,5563,2626
10,GUANABARA - URB,75,15841,2736,17773,3675,146,5872,2512,4711,18082,2125,1869
10,GUANABARA - URB,76,4557,873,7174,1719,50,3584,1130,1571,8070,1104,642
10,GUANABARA - URB,77,28634,6343,54992,13840,107,10045,5807,9304,44591,8211,4066
10,GUANABARA - URB,79,36903,6913,48401,12374,400,12263,5036,9049,40126,7953,3294
10,GUANABARA - URB,81,10422,2064,14227,2953,30,4845,2013,3969,15454,762,1642
10,GUANABARA - URB,84,26270,4081,37788,14596,247,13479,6322,11134,31584,5931,3707
10,GUANABARA - URB,101,7843,1533,14737,3362,48,8265,3652,3330,17033,3823,1506
10,GUANABARA - URB,102,2449,485,4526,969,23,2647,1019,980,5097,1184,455
10,GUANABARA - URB,592,1927,246,1890,485,56,1129,350,468,1105,298,861
10,GUANABARA - URB,593,6435,720,2656,809,0,1213,513,669,3098,419,1005
10,GUANABARA - URB,1029,10611,1981,14876,4316,80,4212,2011,2638,11718,2458,1089
10,GUANABARA - URB,1214,6818,1635,12620,1710,17,5041,3275,2413,12955,0,1777
10,GUANABARA - URB,1301,6655,1144,6188,1496,50,2763,1255,1749,7075,0,1180
10,GUANABARA - URB,1302,2477,488,2504,658,28,1182,498,646,3117,0,540
10,GUANABARA - URB,1516,15376,3478,22809,4293,182,9273,5323,5042,26397,3650,2172
10,GUANABARA - URB,1778,14958,3340,23314,5032,196,9450,5560,4895,24279,2145,2284
10,GUANABARA - URB,2369,1425,336,2060,762,0,1098,498,458,1635,0,359
10,GUANABARA - URB,6162,8875,1723,10929,1771,46,4330,3053,2268,11107,850,1660
10,GUANABARA - URB,6443,11290,2073,16870,3592,24,5867,2879,4375,16047,2382,1227
10,GUANABARA - URB,7501,3546,643,4369,706,0,1334,531,1295,3856,250,371
10,GUANABARA - URB,7502,1733,314,1764,441,0,652,295,601,2127,0,162
10,GUANABARA - URB,7601,78,22,169,31,0,71,37,21,169,134,20
10,REUNIDAS,7,26891,4595,47257,11190,229,9594,4005,9401,36846,7857,3540
10,REUNIDAS,26,34117,7595,52400,14649,282,8122,5153,9048,39411,8230,3331
10,REUNIDAS,27,16182,3174,24817,4433,150,10740,5611,5899,29660,5178,2944
10,REUNIDAS,35,26393,4506,34358,10834,1132,13009,7295,9519,28921,5098,2653
10,REUNIDAS,68,16157,2896,26195,5847,203,10014,3829,6481,24813,4293,2329
10,REUNIDAS,73,64442,17125,112219,34462,552,17811,10888,16827,79980,17298,5402
10,REUNIDAS,85,19949,2767,18419,5545,624,8772,4704,5215,17031,0,2070
10,REUNIDAS,1029,32930,6095,44714,12831,175,11195,5355,8667,33793,6624,2846
10,REUNIDAS,1778,4362,978,7829,1508,48,2827,1722,1387,7396,2025,772
10,REUNIDAS,6443,12138,2199,18886,4011,16,6422,2964,4644,17512,2752,1232
10,REUNIDAS,7847,25740,5346,32221,6759,77,10969,5891,8521,31946,6004,2563
10,REUNIDAS,9018,16,18,227,264,0,334,32,9,139,32,93
10,SANTA MARIA - URB,24,24899,5352,33987,13203,0,11866,6979,10276,30217,2758,3445
10,SANTA MARIA - URB,34,8204,1356,9548,3122,0,8344,4917,2720,13303,0,1592
10,SANTA MARIA - URB,36,13380,3155,15510,6325,0,8080,4271,3387,17760,2053,2052
10,SANTA MARIA - URB,37,40731,9564,34168,13570,0,13007,8036,9909,37301,4097,3758
10,SANTA MARIA - URB,38,43265,9049,49656,15409,33,34404,17223,12120,69683,12837,4382
10,SANTA MARIA - URB,39,27620,4825,34431,12668,0,9750,4602,7361,24968,3205,3124
10,SANTA MARIA - URB,44,22901,5358,28122,8307,0,13972,8290,7617,30456,2833,3355
10,SANTA MARIA - URB,46,33322,8442,29129,13961,0,7016,5850,8118,34972,4676,2902
10,SANTA MARIA - URB,48,21193,4827,15260,7371,0,7978,4945,3382,18381,2731,2217
